Participant_ID,Petal_Orthogonal,Fugal_Orthogonal,Petal_Radial,Fugal_Radial,Control_Orthogonal,Control_Radial,Petal_O_Left,Petal_O_Right,Fugal_O_Left,Fugal_O_Right,Control_O_Left,Control_O_Right,Petal_R_Left,Petal_R_Right,Fugal_R_Left,Fugal_R_Right,Control_R_Left,Control_R_Right,Petal_O_Lower,Petal_O_Upper,Fugal_O_Lower,Fugal_O_Upper,Control_O_Lower,Control_O_Upper,Petal_R_Lower,Petal_R_Upper,Fugal_R_Lower,Fugal_R_Upper,Control_R_Lower,Control_R_Upper,Petal_O_Inner,Petal_O_Outer,Fugal_O_Inner,Fugal_O_Outer,Control_O_Inner,Control_O_Outer,Petal_R_Inner,Petal_R_Outer,Fugal_R_Inner,Fugal_R_Outer,Control_R_Inner,Control_R_Outer
002,1.228021118350007,-0.26769051651206405,1.5988189535658501,-0.5046616168136543,-0.8569850728348661,-0.6492885414250275,1.5060080845093395,0.5351874537844914,-0.6233743888789295,0.037888197597152,-1.3720626404662484,-0.567668053963294,1.716115911925374,1.3782840662465055,-0.6916814312102767,-0.17677887961698246,-0.7597354543227873,-0.5866237394378938,1.1769757759761046,1.264946991387745,-0.028136052134373167,-0.486652753843439,-0.5894245276349721,-1.0733757691270396,1.3332506348472017,1.8033452986557659,-0.5476023278203294,-0.5403154445537193,-0.6418759402307993,-0.6448398766160377,1.1159391448948548,1.4255698198685527,-0.04527757474713996,-0.5689393972696941,-0.720832871756924,-0.9731167807010414,1.1484945544195055,1.8212611569545203,-0.298914588182449,-0.8308657699575748,-0.488682045871517,-0.8794640028654075
003,1.274940878255725,-0.401039294549024,0.8297145334409065,-0.3221717261836771,-0.9900112526510858,-0.3805913602267138,1.0518967198203275,1.3785396941107473,-0.3767682011479287,-0.45065148101825775,-1.296421326277766,-0.7708041158953055,0.7392591886495465,0.9489293540698344,-0.2244079892513362,-0.4057151966257958,0.02082217884301731,-0.6537563109736835,1.2775076420292675,1.2700678240741712,-0.11297826700111153,-0.6597702428131467,-1.0305976633244298,-0.9485496985422813,0.7995949661735517,0.8630644721103928,-0.40494523880428923,-0.23502054594692973,-0.005679440485517576,-0.765148092049089,0.9860882827981121,1.4704503059953324,-0.060942947103377,-1.0560675920522415,-0.8239850151372267,-1.185812801294105,0.8129573647849255,0.8469815789302898,0.2307756671993635,-0.9317835054147485,-0.2380682049428573,-0.5767852558577765
004,2.2027884323591027,-0.37995691230982587,1.78461915187919,-0.1825827522042125,-1.2082222427764633,-1.1890381328481672,2.2227362488677214,2.153092225741758,-0.30020244181023464,-0.5036598272486728,-1.629768647293561,-0.8391613870564273,1.9124426988911534,1.6066181152859493,-0.3252644972678809,-0.040925309524217524,-0.7822311685540803,-1.7134347808983545,1.7489744134445235,2.6735404890329564,0.03518636048827922,-0.7527129439632658,-0.7031099723484222,-1.7296133315206015,1.1223757971858481,2.511545605782439,0.9541174071237754,-0.9701596423555463,-0.2869369706329324,-1.8368188642489385,1.6743768294873553,2.8515670012593057,0.09301699060832164,-1.25961731518922,-0.8486402545485362,-1.526644019329725,0.8183687105067965,3.0096187862388994,1.3926239679160777,-2.2283016958959823,-1.264438448547027,-1.010865291666479
005,2.018533681322773,0.03483834616616244,1.0004791826358095,0.0025144488036976673,-0.9581298595751107,-0.8377297261801823,2.3624816386846312,1.6975395998883391,0.10568283785401857,-0.16009127700649206,-0.9520165702748274,-0.930295780018987,1.1717870994645707,0.8460616903344533,0.726465177821192,-0.47608197753473086,-0.5945684878817947,-1.0569867870522804,2.074353173653003,1.946688020826753,0.29891422375323357,-0.2097837774199262,-0.7625363689419484,-1.1157484521139762,0.46561722959256474,1.6322871121823277,0.7479969094720208,-0.7684540966697451,-0.6630176734806775,-1.003088240047694,1.6916477844200337,2.3526910270439494,0.47735623354976897,-0.8586972963743924,-1.0474935616617875,-0.7779621184532058,0.5085772498717223,1.9560828538503643,0.809956037880485,-0.7578510008960633,-0.8109841522414623,-0.877572556239119
006,1.6627397360322609,0.5820345719915225,1.1229474646236428,0.8936777126089177,-0.7011871954260486,-0.3726029623170936,1.0552914829277986,2.4757282478914,0.8067183358038013,0.3563566188126397,-0.5682865172010535,-0.8761801548302054,0.8330107974765714,1.4786069566603135,1.3750676326865356,-0.20284167274111695,-0.10934003136729978,-0.45163864232277223,0.8952774787676152,2.198474141688121,1.114911556876025,0.07650653794534694,-0.6384880566044983,-0.7220803297936774,0.6932472300517107,1.449382069780883,1.2025802058618724,0.5449617070118896,-0.28277640890122685,-0.4181240939110313,1.4834905603381312,1.8679665782585773,1.1650034496343493,0.16095808423742006,-0.9516033579341895,-0.358518132578175,1.1134932259326253,1.1332947349859237,1.4095526013327424,0.6886380255848634,-0.9423063601572927,0.2784925985940285
007,1.046938581080706,0.30511302664337037,1.4606129854195145,-0.7900611283592056,-0.7743519677486932,-0.6166028437712456,0.7598094473935794,1.3511353618985518,0.1618489251285285,0.4069585885692969,-0.7680039352849747,-0.7739217570328376,1.993104790318459,1.1217025324470278,-1.1127979790669,-0.6573589212276499,-0.31735530559648445,-0.8377248342623386,1.3589978486548948,0.6115030578421321,0.30168360704868225,0.2728314302767451,-0.7616666948620852,-0.7371455036770763,1.3494770424243732,1.5004864427941498,-0.7365230827858847,-0.7434150579051771,-0.5688250272857713,-0.6893484093318872,-0.08037809975765513,2.388317741584118,1.0005669644120063,-0.3459921434017549,0.355447231701166,-1.587131553248525,-0.5282052874427996,2.4407525594751553,0.304113791230588,-1.251587044426275,0.12197571852592066,-1.330966566294774
008,3.156101218495973,-0.6859419634952767,3.7444364959761045,-0.6740535811146912,-1.6240888003447884,-1.5926784103015983,3.140246375746568,3.1529471793982955,-0.18301930685476753,-1.1273768072403914,-1.5937822063486717,-1.570435566949127,3.316220311302977,4.025844979191713,-0.16715262558488253,-0.9792602390640149,-1.6172536839352294,-1.5626884560930978,2.9247649656659602,3.365121023050771,-0.6598344655715246,-0.698705679255502,-0.942559176147091,-2.2896464120765487,3.617000498971369,3.8840509653216393,-0.24970964902979068,-1.1703147296449459,-1.0082311830067134,-2.0478582917377395,2.6366633944920257,3.628621788680133,-0.45234853338435804,-1.2585764455913713,-1.4938134987926435,-1.7804570771142219,2.821742275496236,4.715995651417451,-0.4194040957710502,-1.2140959158950475,-1.5536965483871377,-1.647446816805705
009,3.404786925600452,-0.3377017803381854,1.1866017346772935,-0.059758605174575666,-1.8887332094736056,-0.9448845944099294,2.7880176813158175,4.003119364338777,0.06142315520164531,-0.5071096401276096,-1.7221932288769086,-1.9644388340886871,1.070175355428158,1.3897903055533014,0.3685117217669387,-0.26365566201412177,-1.4653140662839441,-0.5238803294081644,2.9437653243607502,3.8982397110545164,-0.4182172378009509,-0.23338755433142921,-1.7004300888286215,-2.1338458781811678,1.0073014195879146,1.351730202504981,0.6012904161203088,-0.6931186926862721,-0.35422605112325267,-1.5652738935138768,2.8021471852716884,4.235686848800374,-0.2155996959870048,-0.5022409053192658,-2.4672439165263076,-0.8938055884409988,0.9004756666448767,1.7529830095168166,0.38266166826690634,-0.7084997077649221,-2.024087513288869,-0.12555096820147735
010,2.10121373752697,-0.8276104921599833,2.098780310348249,-0.7877846432176467,-1.5548907977215838,-1.6493137750221412,2.0179007117875907,2.1810037451729376,-0.42128529143867105,-1.152101677658556,-1.154541116293889,-2.247590206451313,1.974691629999248,2.2592881867332153,-0.5639408503644381,-1.0273120073872943,-1.4722657697401687,-1.8783629384466394,1.8502857589791044,2.327062934385414,-1.082570609384503,-0.5300013830315837,-1.247314954875943,-1.767925418286938,1.947489536177878,2.216931425982202,-0.6954334208067433,-0.8593867582813033,-1.1243952029189368,-1.9715191029473085,1.7453790208643696,2.4731253294948683,-0.11319587445776864,-1.3261357386294974,-1.5292194205345775,-1.6020635641245138,2.0047000109588318,2.145942764130434,-0.7153786568150592,-0.919654863473965,-2.446192231744552,-0.7420281176771982
011,2.576027643859114,-0.9960516508440963,0.7910786919703015,-0.3629457376988427,-1.4978428526059722,-0.5022409709733159,2.5101877421724312,2.6093019567311297,-0.991138636259867,-1.0106945107267367,-1.5792145902268082,-1.3571485634124227,0.8700537549914408,0.6855928307900157,-0.562230219246757,0.11166498511385162,-0.6292019000020848,-0.4030650288952008,2.467765050647325,2.739495905591438,-0.8295725737365459,-1.0249566959380176,-1.317670235873522,-1.7596003234861401,0.5506289265926854,1.068421530836013,-0.27040333272827033,-0.50869321418404,-0.5481482552228046,-0.4965389039330817,2.4229890879968616,2.7277261754460227,-0.4879980193416468,-1.3026927500686616,-1.4589140802134095,-1.5491274116787825,0.5395602590137788,1.0677951202379588,-0.1003989806534925,-0.573192764311147,-0.43106633558088225,-0.6111646744674466
013,1.6799185159949093,0.03530137734638896,0.7420777307071094,0.05797575496980899,-0.5230604218910838,-0.3100667271132735,1.9129894113141048,1.3654452842590967,-0.06215284194141074,0.13197499808687638,-0.705901846186889,-0.20286217046235253,1.019126931892364,0.4315048925600083,-0.44976199865507965,0.9367952097112181,-0.7965273193590433,0.2197293911315697,1.2247270562058339,2.1161793388996513,0.2935353643256105,-0.2617391505173489,0.046190286069682875,-1.1271974129520723,0.3084344010427063,1.2764596587515558,0.4388606355948001,-0.46047802473246924,0.2343178568977319,-0.9169601270016776,1.8995083777010486,1.3967673757529555,-0.08537521752966049,0.2216988259569454,-0.9153942033748852,0.1731934300868202,0.866736708257087,0.6371744188062648,0.0755422648119605,0.04048368058374078,-1.21127436035253,0.545200758658841
014,1.488715191282932,0.206797455928052,1.113067367103744,-0.1956503411234541,-0.5312362379594306,-0.46036445987611396,1.6801668188266996,1.2918838805972268,0.45748390402267874,-0.18534792588353596,-0.5229562993130599,-0.5507789295386623,1.187613468382956,1.0100420636249856,-0.1576655121318468,-0.24803447595837427,-0.5492320191619812,-0.20109452719082918,1.7575037385499812,1.1614138545907313,-0.03270343159089683,0.5113961797891625,-0.6679994583457979,-0.38499358428958974,1.4729183368114673,0.7111368817962411,-0.3652094264660558,-0.005691099047448739,-0.6727364142304033,-0.2502470430204459,1.0583797566677557,2.1991991576427803,0.4796971296402482,-0.005590953361638589,-0.9900498547215717,-0.33555645072738594,0.8858466190861953,1.3331137227275933,-0.27069610049383774,-0.0771883153349028,-0.6715371218270072,-0.23367569597471102
015,2.8913801817287905,-1.7286870917854362,4.010018944251604,-2.945163845319655,-2.549339974564221,-3.7687251370254957,2.493511475710951,3.2144711851101304,-1.134363400548097,-1.9768276296589034,-1.9050432972017062,-3.0113925101398866,3.6205692927608975,4.285661698694872,-2.3095149975270703,-3.3224443737179703,-2.6123555563154124,-3.9741104959964817,2.5534542789757606,3.102742817269672,-1.3192005845250108,-2.010189465135017,-1.8479977326521217,-3.0501054118526976,2.844868964346143,5.448117361155513,-2.9843494161816038,-2.8716878644498665,-3.6416057414079894,-4.404757426184114,2.273413029155993,3.856907290659989,-0.9896912721098567,-2.4515978040344235,-1.4570791295092727,-3.8460479858868992,2.77564275369826,5.183760755462806,-2.228113412556443,-3.7515001936208114,-3.1040114217314447,-3.9615954304275594
016,1.2947337745899021,-0.26817623416168207,1.1377866930628469,-0.0908692464094356,-0.748635729192176,-0.707613084549281,1.3048792815656933,1.2625951274059783,0.01633661361176563,-0.39552545237790243,-0.7394288480363866,-0.7607440234143049,1.0914262798932495,1.16714626365747,0.1601608656766799,-0.2464564673174812,-0.8785565929119686,-0.6208047696236744,1.6191389734685375,0.7680096482241633,-0.10901832180581973,-0.35882816312667515,-0.3709929303711878,-1.0761866055238134,1.0247196225344335,1.2455624242197605,-0.2681761415862127,-0.028794397313728258,-0.6665261130267173,-0.7512545674328577,2.0913280130832708,0.7481467279882249,-0.5887911723773935,-0.06936619009932961,-2.4105715611195877,-0.03975674926127988,1.276865928671735,0.9846057604464398,0.09583267325881666,-0.17187487799319554,-1.3459244820606115,-0.3265950441730724
017,4.050540334319491,-1.0176847899985466,2.54431312432653,-1.1435874172464648,-2.188707171622726,-1.8087917483806533,3.935913691912272,4.15695430976442,-0.7197086199938375,-1.2184557342987992,-1.8239255045502196,-2.695220589102898,2.528498383204309,2.5572630212115213,-1.194366742863837,-1.0943621283472704,-1.4770475779141505,-1.8895585802491073,4.134912267891246,3.9970134730733324,-1.0821123447965282,-0.9480579286722058,-2.0495281551032605,-2.3484131536484276,2.5401506048994187,2.568349476967448,-1.0500412642311923,-1.2368133415768032,-1.3094367819824748,-2.2466768994563746,3.3465635814254875,5.860472666268331,-0.6802879783847053,-1.1509516610555046,-2.48727399710574,-1.754564560170699,2.4889714618410377,2.6615422527094754,-1.1493382816140614,-1.144523126881908,-2.4969916292779097,-1.0003724279402963
018,2.0912224135072344,0.02710468209995586,1.2074196423398116,0.5601007546063328,-0.8993989870495148,-0.756262241741006,2.238868757061325,1.9427223416960355,-0.050774286812069296,0.07309366007271487,-0.9189748004580239,-0.8665834000953423,1.7548775854828453,0.9915900392480841,0.6227741693750595,0.4624441321229579,-0.2830108796004754,-1.024356754475934,1.5768362204578013,2.4147403693606018,0.7646991691829225,-0.5354570081672334,-0.3434607219837542,-1.289501942482855,1.170829797775619,1.0486442658100124,1.12339366472693,-0.09204064191093739,-0.5230989716751805,-0.9226984464699665,1.8192505588115284,2.4449515823653063,0.49297658297017033,-0.456398680578589,-1.616557772504543,-0.12405997528904485,0.9845675397958661,1.5529693559741593,0.7257008021049387,0.3971928644646112,-2.378143440722103,0.0792441195646124
019,3.6009572049783443,-0.25116375756610537,1.8563932946915511,-0.3749820631990305,-1.511298870614853,-1.1727946805482745,3.849410041562019,3.3373376291979526,-0.4568247968108523,0.02913104985744622,-1.7080614856680205,-1.3912065492669017,2.3089818039170087,1.2375272302188507,-0.5707206169211924,-0.19660482297071383,-1.17937712262078,-1.5078081547815676,3.385629999121108,3.795935902789035,0.40791583165437023,-0.7925065739107078,-1.023451492624048,-1.8846515329672096,1.8704595158331752,1.8637449044612193,0.6366959699976364,-1.1675721339657275,-0.5360145168280078,-1.9968571206249193,3.840499078619495,3.3918117251906237,-0.3357251972333376,-0.14998632170321088,-1.843010071823842,-1.069078384241689,2.273066486012557,0.8765620485905788,-0.6833192063098505,0.4070016175007043,-2.088025469337232,-0.05415759619234601
020,2.5703531193345657,-1.6017024981064143,1.327863498122575,-0.2571027608289864,-2.4282731064350247,-1.460062116366548,2.718355262929977,2.433907296520132,-2.033124580810628,-1.328742981718458,-2.5575169073619106,-2.3250280164057755,1.8651442302754848,0.779130956375116,-0.6979135046305317,0.5548395000949742,-1.580043900072717,-1.3052024574056063,2.4154220021446697,2.8436278737166814,-1.1523459208215192,-1.8088814117355998,-2.0067964802822296,-2.7815356381900687,0.9257733541469682,1.8687928265690243,-0.10687543002573807,-0.4612554889844666,-1.0921408077943728,-2.3531595299205046,2.136914175666914,3.345378570433236,-1.307007689298084,-1.9691048305670509,-2.906772310116659,-1.7628176814741887,1.6560381314144577,0.878215866799776,-0.20505828866194967,-0.35012147773527014,-3.702400146646766,-0.7608644153570225
021,3.4703954805087065,-0.5288239235332693,4.219627413382694,-0.1045739125291744,-1.784867482929968,-1.8793956900824134,3.4810475170332893,3.454954830712113,-0.616859077368473,-0.4266410557625631,-1.7639285799617443,-1.810285813047235,4.012147821958771,4.4822101932571785,0.09016803973134728,-0.34808238527785146,-1.8908878033593868,-1.8772434086740486,3.4250440094568884,3.523209733187866,-0.3568036310100444,-0.6333795095444505,-1.506656919740206,-2.0438710139941185,4.22739924245187,4.684661543484763,0.025390879734401923,-0.2255671551443852,-2.042536520207105,-1.6978405883442842,3.123911088184246,3.8099307533179605,-0.41917902584259076,-0.6852772059181125,-1.8492284280003357,-1.6207893093497754,3.4160771146170474,6.599398418013992,0.20771330913636643,-0.4054491540509678,-2.1693747135497232,-1.6308547917584229
022,1.9506551933233616,-0.7556733930268151,1.159150138481469,-0.5406322895323078,-1.9732803166396842,-1.5279480029501133,1.6650723875892908,2.4054305649031478,-0.5445473189052819,-0.97548029436668,-1.9815682189889707,-1.9660384915506062,0.9739257831898493,1.3765216393816657,-0.2961381903852279,-0.9476315638969909,-1.4457509703592484,-1.5921392207818081,1.9074227969539024,1.9895587223348083,-0.9107532515254202,-0.5609577156771723,-1.8188872235112254,-2.1140394506627387,1.272410436599456,1.0293392003740516,-0.6205812265520495,-0.4200620447646198,-1.4365676312397757,-1.6132429223091054,1.859076838319417,2.0429649602195847,-0.5931756102184792,-1.0238501521806025,-2.2614959025245094,-1.5962365655281372,1.069400999431951,1.3024352643495813,-0.3755163052171224,-0.7012707915963605,-1.8932735661071103,-1.3111977342712278
023,2.0227793338927356,-1.0234020172807585,1.727441577089629,-0.9999315910510791,-1.584664908848402,-1.6729980754531786,2.6157608411783317,1.5201922844809486,-1.541889223863904,-0.619578920095911,-1.6353677766972632,-1.2899708058122776,2.2384538679589427,0.7349171959332611,-1.104165900365807,-0.8069820573280678,-1.6752807305558313,-1.678256706388741,1.463381005248842,2.510364448533059,-0.6506200882779868,-1.372871104250225,-1.152095161515348,-1.8597202979862977,1.3655532680404228,2.0284984275881475,-0.6796293539651573,-1.2896900934447932,-1.4588879407386863,-1.8840220617196366,1.8844491548580462,2.1190423962143514,-0.7955809888326631,-1.2696911429891118,-1.4077236921979726,-1.6496270193011195,2.0263146185448844,1.5119756076248194,-0.9780488206334992,-1.1214291188018348,-1.8158572304170995,-1.3486213245417213
024,1.4214169261235474,-0.46977271272808047,1.1582316473579297,-0.2660915631346197,-0.7941840183987813,-1.1237433814517435,1.5084695866509426,1.3272834272866088,-0.4043662316176735,-0.5448010082413796,-0.7499333568733366,-0.8230378345258699,0.5849665736730859,1.5649995580984342,-0.35748107657264033,-0.19016996366667183,-1.5127724902807527,-0.8742388291818947,1.2018225144585815,1.5423891090753001,-0.6802581817535522,-0.3139889399253386,-0.7561067973284626,-0.7975095668552403,1.3145461676824113,1.0387353577334475,0.027825053774033406,-0.5499476868857149,-1.1083811854187025,-1.1932691018536195,-0.660323412372847,2.1274367421454285,-0.10181112556748256,-1.0647533800630464,-0.8107937504936187,-0.7667675219070123,0.4536315343863778,1.8793875887457838,0.05217607810883791,-0.7403896905764793,-1.0670308913068909,-1.2798517330642698
025,1.6664594984742243,-0.7804806390909768,0.9850077267552986,-0.4263830613883038,-1.6230411654809567,-0.9747868715006137,2.1462918470548007,0.8763701932981236,-0.8309547679581528,-0.719879339526508,-1.1168273271648854,-1.9969758909988902,0.549164053447638,1.1422191229368912,-0.15083378640707099,-0.49030415115476655,-0.9842978842985329,-0.9312730992136646,1.4075292260373824,1.9426038495489975,-0.5720137159196876,-0.9786848337256537,-1.0925440366116597,-2.1333995933349343,0.8349019672702653,1.143782990336883,-0.554824337090686,-0.2234152545374226,-1.0797201081866683,-0.9191288430695688,0.6572262841109034,2.32896515018011,-0.5253621103298096,-1.1045061536605305,-1.2759265909263704,-1.955568596644505,-0.09043274693323303,1.564806699229193,0.7551274475855528,-2.3072560973150007,-0.7666730198963988,-1.2456114172686619
026,2.6160899320035624,-0.5251432201859827,0.9631565123600253,-0.45189644053785183,-1.0763211438414126,-0.8950286225579831,2.7512234692470554,2.371460092208743,-0.9562848456485668,0.20737927249773913,-1.2218879012438708,-0.9020888397148515,1.2882580111876254,0.5833014944149608,-0.6200719078724305,-0.18308354382010644,-1.329176740781148,-0.6027972222561114,3.030349364780781,2.206362135631966,-0.16500639467059472,-0.9309884546069175,-0.9802223116978146,-1.1508689053402144,1.3662537734900233,0.40836168295421,-0.41752466421035916,-0.5479701494863838,-1.1056764868075797,-0.6458034410971997,1.959402031790269,4.50939872024749,-0.09654098294533832,-1.2801217700534693,-1.136427618908258,-1.018414178305339,0.19684559273253158,1.4317022037476976,0.027593677458346087,-0.7002511539804751,-0.9681368997792296,-0.8537082093923272
